Contest Name,Candidate Name,Party,Mail Ballots Votes,Vote Center Ballots Votes,Provisional Votes,Total Votes,Number Of Precincts,Precincts Reported,Ballots Cast,Vote For
DEL MAR UNION SCHOOL DISTRICT GOVERNING BOARD MEMBER,DANIELLE ROYBAL,,234.0,100.0,3.0,334.0,35.0,10.0,3644.0,
DEL MAR UNION SCHOOL DISTRICT GOVERNING BOARD MEMBER,BILL PORTER,,211.0,90.0,3.0,301.0,35.0,10.0,3644.0,
DEL MAR UNION SCHOOL DISTRICT GOVERNING BOARD MEMBER (Short Term),GENEVIEVE OKADA GOLDSTONE,,1509.0,639.0,21.0,2148.0,35.0,10.0,3644.0,1.0
DEL MAR UNION SCHOOL DISTRICT GOVERNING BOARD MEMBER (Short Term),ALAN SCOTT KHOLOS,,1050.0,445.0,14.0,1495.0,35.0,10.0,3644.0,
ENCINITAS UNION SCHOOL DISTRICT GOVERNING BOARD MEMBER,MONICA LEE,,4356.0,1845.0,62.0,6201.0,83.0,24.0,8643.0,2.0
ENCINITAS UNION SCHOOL DISTRICT GOVERNING BOARD MEMBER,MARLON TAYLOR,,1115.0,472.0,15.0,1587.0,83.0,24.0,8643.0,
ENCINITAS UNION SCHOOL DISTRICT GOVERNING BOARD MEMBER,JILLIAN COCAYNE,,600.0,254.0,8.0,854.0,83.0,24.0,8643.0,
ENCINITAS UNION SCHOOL DISTRICT GOVERNING BOARD MEMBER (Short Term),TOM MORTON,,3162.0,1339.0,45.0,4501.0,83.0,24.0,8643.0,1.0
ENCINITAS UNION SCHOOL DISTRICT GOVERNING BOARD MEMBER (Short Term),AIMEE SPROUL,,2909.0,1232.0,41.0,4141.0,83.0,24.0,8643.0,
ESCONDIDO UNION SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 3,JUAN MANUEL VARGAS,,2111.0,895.0,30.0,3006.0,47.0,14.0,4894.0,1.0
ESCONDIDO UNION SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 3,MARK OLSON,,1325.0,562.0,18.0,1887.0,47.0,14.0,4894.0,
FALLBROOK UNION ELEMENTARY SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 2,LIEF HANSEN,,372.0,158.0,5.0,530.0,8.0,2.0,833.0,1.0
FALLBROOK UNION ELEMENTARY SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 2,LESLIE SOMMERS,,212.0,90.0,3.0,302.0,8.0,2.0,833.0,
FALLBROOK UNION ELEMENTARY SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 4 (Short Term),CONSTANCE FISH,,751.0,319.0,10.0,1070.0,16.0,4.0,1666.0,1.0
FALLBROOK UNION ELEMENTARY SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 4 (Short Term),MARIA G. MORAN,,418.0,177.0,5.0,595.0,16.0,4.0,1666.0,
LAKESIDE UNION SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 2,AUTUMN ELLENSON,,468.0,199.0,6.0,667.0,12.0,3.0,1249.0,1.0
LAKESIDE UNION SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 2,TWILA GODLEY,,408.0,173.0,5.0,581.0,12.0,3.0,1249.0,
NATIONAL SCHOOL DISTRICT GOVERNING BOARD MEMBER,ROCINA LIZARRAGA,,1386.0,588.0,19.0,1974.0,39.0,11.0,4061.0,2.0
NATIONAL SCHOOL DISTRICT GOVERNING BOARD MEMBER,CINDY LOPEZ,,795.0,337.0,11.0,1132.0,39.0,11.0,4061.0,
NATIONAL SCHOOL DISTRICT GOVERNING BOARD MEMBER,MARIA MIRANDA,,603.0,256.0,8.0,859.0,39.0,11.0,4061.0,
NATIONAL SCHOOL DISTRICT GOVERNING BOARD MEMBER,MICHELLE GATES,,66.0,28.0,0.0,94.0,39.0,11.0,4061.0,
RANCHO SANTA FE SCHOOL DISTRICT GOVERNING BOARD MEMBER,JANICE LEE HOLOWKA,,373.0,159.0,5.0,532.0,19.0,5.0,1978.0,3.0
RANCHO SANTA FE SCHOOL DISTRICT GOVERNING BOARD MEMBER,MARIA LUONI,,301.0,128.0,4.0,429.0,19.0,5.0,1978.0,
RANCHO SANTA FE SCHOOL DISTRICT GOVERNING BOARD MEMBER,KAREN ESCHRICH,,254.0,108.0,3.0,362.0,19.0,5.0,1978.0,
RANCHO SANTA FE SCHOOL DISTRICT GOVERNING BOARD MEMBER,VICTORIA GAMBLE,,228.0,97.0,3.0,325.0,19.0,5.0,1978.0,
RANCHO SANTA FE SCHOOL DISTRICT GOVERNING BOARD MEMBER,ANNETTE ROSS,,113.0,48.0,1.0,161.0,19.0,5.0,1978.0,
RANCHO SANTA FE SCHOOL DISTRICT GOVERNING BOARD MEMBER,"KAREN ""KATE"" BUTLER",,75.0,32.0,1.0,107.0,19.0,5.0,1978.0,
RANCHO SANTA FE SCHOOL DISTRICT GOVERNING BOARD MEMBER,KERRY VINCI,,41.0,18.0,0.0,59.0,19.0,5.0,1978.0,
SAN YSIDRO SCHOOL DISTRICT GOVERNING BOARD MEMBER,JOSE MANUEL DIRCIO,,1479.0,627.0,21.0,2106.0,39.0,11.0,4061.0,2.0
SAN YSIDRO SCHOOL DISTRICT GOVERNING BOARD MEMBER,ANTONIO MARTINEZ,,885.0,375.0,12.0,1260.0,39.0,11.0,4061.0,
SAN YSIDRO SCHOOL DISTRICT GOVERNING BOARD MEMBER,MARTIN ARIAS,,313.0,133.0,4.0,446.0,39.0,11.0,4061.0,
SAN YSIDRO SCHOOL DISTRICT GOVERNING BOARD MEMBER,KENIA PERAZA,,116.0,50.0,1.0,166.0,39.0,11.0,4061.0,
SAN YSIDRO SCHOOL DISTRICT GOVERNING BOARD MEMBER,ROSALEAH PALLASIGUE,,54.0,24.0,0.0,78.0,39.0,11.0,4061.0,
SAN YSIDRO SCHOOL DISTRICT GOVERNING BOARD MEMBER,YVETTE OLEA,,0.0,1.0,0.0,1.0,39.0,11.0,4061.0,
SANTEE SCHOOL DISTRICT GOVERNING BOARD MEMBER SEAT NO. 4,TRACIE THILL,,2504.0,1061.0,35.0,3565.0,53.0,15.0,5519.0,1.0
SANTEE SCHOOL DISTRICT GOVERNING BOARD MEMBER SEAT NO. 4,MONIQUE SILVER,,1372.0,581.0,19.0,1953.0,53.0,15.0,5519.0,
SOUTH BAY UNION SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 4 (Short Term),"MANUEL ""MANNY"" ESPARZA",,375.0,160.0,5.0,535.0,8.0,2.0,833.0,1.0
SOUTH BAY UNION SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 4 (Short Term),LIZBETH BECERRA,,208.0,89.0,2.0,297.0,8.0,2.0,833.0,
"MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1",ALEJANDRO GALICIA,,16547.0,7005.0,235.0,23552.0,432.0,129.0,44985.0,1.0
"MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1",NORA VARGAS,,15057.0,6375.0,214.0,21432.0,432.0,129.0,44985.0,
"MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 2",GINA JACOBS,,25671.0,10867.0,365.0,36538.0,556.0,166.0,57897.0,1.0
"MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 2",JOEL ANDERSON,,15005.0,6353.0,213.0,21358.0,556.0,166.0,57897.0,
"MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 3",KEVIN L. FAULCONER,,19431.0,8226.0,276.0,27657.0,503.0,150.0,52378.0,1.0
"MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 3",TERRA LAWSON-REMER,,17367.0,7353.0,247.0,24720.0,503.0,150.0,52378.0,
"CITY OF CARLSBAD MEMBER, CITY COUNCIL DISTRICT NO. 2",TYLER COLLINS,,1238.0,525.0,17.0,1763.0,30.0,9.0,3123.0,1.0
"CITY OF CARLSBAD MEMBER, CITY COUNCIL DISTRICT NO. 2",KEVIN SHIN,,954.0,405.0,13.0,1359.0,30.0,9.0,3123.0,
"CITY OF CARLSBAD MEMBER, CITY COUNCIL DISTRICT NO. 4",GREG DAY,,1476.0,626.0,21.0,2102.0,34.0,10.0,3540.0,1.0
"CITY OF CARLSBAD MEMBER, CITY COUNCIL DISTRICT NO. 4",TERESA ACOSTA,,1009.0,428.0,14.0,1437.0,34.0,10.0,3540.0,
CITY OF CARLSBAD TREASURER (Short Term),CHRISTIAN PEACOX,,4386.0,1857.0,62.0,6243.0,111.0,33.0,11558.0,1.0
CITY OF CARLSBAD TREASURER (Short Term),GREGORIO KAHN,,3304.0,1399.0,47.0,4703.0,111.0,33.0,11558.0,
CITY OF CARLSBAD TREASURER (Short Term),"THOMAS KROUSE, JR.",,295.0,125.0,4.0,420.0,111.0,33.0,11558.0,
CITY OF CARLSBAD TREASURER (Short Term),MICHAEL J. WILLIAMS,,133.0,57.0,1.0,190.0,111.0,33.0,11558.0,
"CITY OF CHULA VISTA MEMBER, CITY COUNCIL DISTRICT NO. 3",MICHAEL INZUNZA,,1533.0,649.0,21.0,2182.0,39.0,11.0,4061.0,1.0
"CITY OF CHULA VISTA MEMBER, CITY COUNCIL DISTRICT NO. 3",LETICIA MUNGUIA,,1319.0,559.0,18.0,1878.0,39.0,11.0,4061.0,
"CITY OF CHULA VISTA MEMBER, CITY COUNCIL DISTRICT NO. 4",CESAR FERNANDEZ,,1334.0,566.0,19.0,1900.0,35.0,10.0,3644.0,1.0
"CITY OF CHULA VISTA MEMBER, CITY COUNCIL DISTRICT NO. 4",RUDY RAMIREZ,,1224.0,519.0,17.0,1743.0,35.0,10.0,3644.0,
CITY OF CORONADO MAYOR,CASEY TANAKA,,501.0,213.0,7.0,714.0,11.0,3.0,1145.0,1.0
CITY OF CORONADO MAYOR,JOHN DUNCAN,,225.0,96.0,3.0,321.0,11.0,3.0,1145.0,
CITY OF CORONADO MAYOR,MIKE DONOVAN,,76.0,33.0,1.0,109.0,11.0,3.0,1145.0,
"CITY OF CORONADO MEMBER, CITY COUNCIL",MARK FLEMING,,283.0,121.0,4.0,404.0,11.0,3.0,1145.0,2.0
"CITY OF CORONADO MEMBER, CITY COUNCIL",CHRISTINE MOTT,,208.0,89.0,2.0,297.0,11.0,3.0,1145.0,
"CITY OF CORONADO MEMBER, CITY COUNCIL",ANDREW GADE,,177.0,76.0,2.0,253.0,11.0,3.0,1145.0,
"CITY OF CORONADO MEMBER, CITY COUNCIL",LAURA WILKINSON SINTON,,87.0,37.0,1.0,124.0,11.0,3.0,1145.0,
"CITY OF CORONADO MEMBER, CITY COUNCIL",MARK WARNER,,23.0,10.0,0.0,33.0,11.0,3.0,1145.0,
"CITY OF CORONADO MEMBER, CITY COUNCIL",AMY STEWARD,,21.0,10.0,0.0,31.0,11.0,3.0,1145.0,
"CITY OF DEL MAR MEMBER, CITY COUNCIL",DANIEL QUIRK,,155.0,66.0,2.0,221.0,5.0,1.0,520.0,3.0
"CITY OF DEL MAR MEMBER, CITY COUNCIL",TRACY MARTINEZ,,117.0,50.0,1.0,167.0,5.0,1.0,520.0,
"CITY OF DEL MAR MEMBER, CITY COUNCIL",JOHN W. SPELICH,,91.0,39.0,1.0,130.0,5.0,1.0,520.0,
"CITY OF EL CAJON MEMBER, CITY COUNCIL DISTRICT NO. 2",MICHELLE METSCHEL,,1170.0,496.0,16.0,1666.0,16.0,4.0,1666.0,1.0
"CITY OF EL CAJON MEMBER, CITY COUNCIL DISTRICT NO. 3",COURTNEY HALL,,815.0,346.0,11.0,1161.0,21.0,6.0,2186.0,1.0
"CITY OF EL CAJON MEMBER, CITY COUNCIL DISTRICT NO. 3",STEVE GOBLE,,719.0,305.0,10.0,1024.0,21.0,6.0,2186.0,
"CITY OF EL CAJON MEMBER, CITY COUNCIL DISTRICT NO. 4",PHIL ORTIZ,,1023.0,434.0,14.0,1457.0,14.0,4.0,1457.0,1.0
CITY OF ENCINITAS MAYOR,BRUCE EHLERS,,2561.0,1085.0,36.0,3646.0,56.0,16.0,5831.0,1.0
CITY OF ENCINITAS MAYOR,TONY KRANZ,,1534.0,650.0,21.0,2184.0,56.0,16.0,5831.0,
"CITY OF ENCINITAS MEMBER, CITY COUNCIL DISTRICT NO. 1",ALLISON BLACKWELL,,638.0,271.0,9.0,909.0,16.0,4.0,1666.0,1.0
"CITY OF ENCINITAS MEMBER, CITY COUNCIL DISTRICT NO. 1",LUKE SHAFFER,,531.0,225.0,7.0,756.0,16.0,4.0,1666.0,
"CITY OF ENCINITAS MEMBER, CITY COUNCIL DISTRICT NO. 2",DESTINY PRESTON,,471.0,200.0,6.0,671.0,10.0,3.0,1041.0,1.0
"CITY OF ENCINITAS MEMBER, CITY COUNCIL DISTRICT NO. 2",JIM O'HARA,,259.0,110.0,3.0,369.0,10.0,3.0,1041.0,
"CITY OF ESCONDIDO MEMBER, CITY COUNCIL DISTRICT NO. 3",CHRISTIAN GARCIA,,1415.0,599.0,20.0,2014.0,34.0,10.0,3540.0,1.0
"CITY OF ESCONDIDO MEMBER, CITY COUNCIL DISTRICT NO. 3",VERONICA CIGARROA,,1055.0,447.0,15.0,1502.0,34.0,10.0,3540.0,
"CITY OF ESCONDIDO MEMBER, CITY COUNCIL DISTRICT NO. 3",CHRISTINE SPENCER,,15.0,7.0,0.0,22.0,34.0,10.0,3540.0,
"CITY OF ESCONDIDO MEMBER, CITY COUNCIL DISTRICT NO. 4",JUDY FITZGERALD,,1911.0,809.0,27.0,2720.0,42.0,12.0,4373.0,1.0
"CITY OF ESCONDIDO MEMBER, CITY COUNCIL DISTRICT NO. 4","RODERICK ""ROD"" HOWELL",,1160.0,492.0,16.0,1652.0,42.0,12.0,4373.0,
"CITY OF IMPERIAL BEACH MEMBER, CITY COUNCIL DISTRICT NO. 2","JOHN ""JACK"" FISHER",,177.0,75.0,2.0,252.0,4.0,1.0,416.0,1.0
"CITY OF IMPERIAL BEACH MEMBER, CITY COUNCIL DISTRICT NO. 2","MARTIN ""MARTY"" MATTES",,110.0,47.0,1.0,157.0,4.0,1.0,416.0,
"CITY OF IMPERIAL BEACH MEMBER, CITY COUNCIL DISTRICT NO. 2",BEN SWEARINGEN,,4.0,2.0,0.0,6.0,4.0,1.0,416.0,
"CITY OF IMPERIAL BEACH MEMBER, CITY COUNCIL DISTRICT NO. 4",MATTHEW LEYBA-GONZALEZ,,128.0,55.0,1.0,183.0,3.0,0.0,312.0,1.0
"CITY OF IMPERIAL BEACH MEMBER, CITY COUNCIL DISTRICT NO. 4",LINDA KAYE,,89.0,39.0,1.0,128.0,3.0,0.0,312.0,
"CITY OF LA MESA MEMBER, CITY COUNCIL",SHAWN TOWNSEND,,1050.0,445.0,14.0,1495.0,37.0,11.0,3852.0,2.0
"CITY OF LA MESA MEMBER, CITY COUNCIL",KRISTINE C. ALESSIO,,904.0,383.0,12.0,1287.0,37.0,11.0,3852.0,
"CITY OF LA MESA MEMBER, CITY COUNCIL",LAUREN CAZARES,,622.0,264.0,8.0,886.0,37.0,11.0,3852.0,
"CITY OF LA MESA MEMBER, CITY COUNCIL",GENEVIEVE SUZUKI,,127.0,55.0,1.0,182.0,37.0,11.0,3852.0,
CITY OF LEMON GROVE MAYOR,LIANA LEBARON,,507.0,216.0,7.0,723.0,15.0,4.0,1561.0,1.0
CITY OF LEMON GROVE MAYOR,RACQUEL VASQUEZ,,320.0,136.0,4.0,456.0,15.0,4.0,1561.0,
CITY OF LEMON GROVE MAYOR,ALYSSON SNOW,,267.0,114.0,3.0,381.0,15.0,4.0,1561.0,
"CITY OF LEMON GROVE MEMBER, CITY COUNCIL","SITIVI ""STEVE"" FAIAI",,437.0,186.0,6.0,623.0,15.0,4.0,1561.0,2.0
"CITY OF LEMON GROVE MEMBER, CITY COUNCIL",JESSYKA HEREDIA,,278.0,118.0,3.0,396.0,15.0,4.0,1561.0,
"CITY OF LEMON GROVE MEMBER, CITY COUNCIL",GEORGE GASTIL,,275.0,117.0,3.0,392.0,15.0,4.0,1561.0,
"CITY OF LEMON GROVE MEMBER, CITY COUNCIL",SETH SMITH,,104.0,45.0,1.0,149.0,15.0,4.0,1561.0,
"CITY OF NATIONAL CITY MEMBER, CITY COUNCIL DISTRICT NO. 2",JOSE RODRIGUEZ,,256.0,109.0,3.0,365.0,6.0,1.0,624.0,1.0
"CITY OF NATIONAL CITY MEMBER, CITY COUNCIL DISTRICT NO. 2",RANDI CASTLE-SALGADO,,181.0,77.0,2.0,258.0,6.0,1.0,624.0,
"CITY OF NATIONAL CITY MEMBER, CITY COUNCIL DISTRICT NO. 4",VICTOR M. ARREOLA,,410.0,174.0,5.0,584.0,9.0,2.0,937.0,1.0
"CITY OF NATIONAL CITY MEMBER, CITY COUNCIL DISTRICT NO. 4",DANIEL PEREZ,,233.0,100.0,3.0,333.0,9.0,2.0,937.0,
"CITY OF NATIONAL CITY MEMBER, CITY COUNCIL DISTRICT NO. 4",MARCUS BUSH,,13.0,6.0,0.0,19.0,9.0,2.0,937.0,
CITY OF OCEANSIDE MAYOR,RYAN KEIM,,4998.0,2116.0,71.0,7114.0,118.0,35.0,12287.0,1.0
CITY OF OCEANSIDE MAYOR,ESTHER SANCHEZ,,3633.0,1539.0,51.0,5172.0,118.0,35.0,12287.0,
"CITY OF OCEANSIDE MEMBER, CITY COUNCIL DISTRICT NO. 3",JIMMY FIGUEROA,,933.0,396.0,13.0,1329.0,36.0,10.0,3748.0,1.0
"CITY OF OCEANSIDE MEMBER, CITY COUNCIL DISTRICT NO. 3",TOM DEMOOY,,838.0,355.0,11.0,1193.0,36.0,10.0,3748.0,
"CITY OF OCEANSIDE MEMBER, CITY COUNCIL DISTRICT NO. 3",LAURA BASSETT,,595.0,252.0,8.0,847.0,36.0,10.0,3748.0,
"CITY OF OCEANSIDE MEMBER, CITY COUNCIL DISTRICT NO. 3",AUSTIN SORENSEN,,264.0,113.0,3.0,377.0,36.0,10.0,3748.0,
"CITY OF OCEANSIDE MEMBER, CITY COUNCIL DISTRICT NO. 4",OMAR HASHIMI,,940.0,398.0,13.0,1338.0,32.0,9.0,3332.0,1.0
"CITY OF OCEANSIDE MEMBER, CITY COUNCIL DISTRICT NO. 4",AMBER KAE NIUATOA,,751.0,318.0,10.0,1069.0,32.0,9.0,3332.0,
"CITY OF OCEANSIDE MEMBER, CITY COUNCIL DISTRICT NO. 4",PETER WEISS,,649.0,275.0,9.0,924.0,32.0,9.0,3332.0,
CITY OF OCEANSIDE CITY CLERK,ZEB NAVARRO,,8632.0,3655.0,122.0,12287.0,118.0,35.0,12287.0,1.0
CITY OF OCEANSIDE TREASURER,JACK FERNANDES,,5005.0,2119.0,71.0,7124.0,118.0,35.0,12287.0,1.0
CITY OF OCEANSIDE TREASURER,PHYLLIS DOMINGUEZ,,3609.0,1528.0,51.0,5137.0,118.0,35.0,12287.0,
CITY OF OCEANSIDE TREASURER,VICTOR ROY,,17.0,8.0,0.0,25.0,118.0,35.0,12287.0,
"CITY OF POWAY MEMBER, CITY COUNCIL DISTRICT NO. 2",TONY BLAIN,,566.0,241.0,8.0,807.0,13.0,3.0,1353.0,1.0
"CITY OF POWAY MEMBER, CITY COUNCIL DISTRICT NO. 2",JARED WILSON,,265.0,113.0,3.0,378.0,13.0,3.0,1353.0,
"CITY OF POWAY MEMBER, CITY COUNCIL DISTRICT NO. 2",VANESSA SPRINGETT,,116.0,50.0,1.0,166.0,13.0,3.0,1353.0,
"CITY OF POWAY MEMBER, CITY COUNCIL DISTRICT NO. 4",CAYLIN FRANK,,276.0,117.0,3.0,393.0,6.0,1.0,624.0,1.0
"CITY OF POWAY MEMBER, CITY COUNCIL DISTRICT NO. 4",JENNY C. MAEDA,,161.0,69.0,2.0,230.0,6.0,1.0,624.0,
"CITY OF SAN DIEGO MEMBER, CITY COUNCIL DISTRICT NO. 9",SEAN ELO-RIVERA,,4122.0,1746.0,58.0,5868.0,89.0,26.0,9267.0,1.0
"CITY OF SAN DIEGO MEMBER, CITY COUNCIL DISTRICT NO. 9",TERRY HOSKINS,,2387.0,1011.0,33.0,3398.0,89.0,26.0,9267.0,
CITY OF SAN DIEGO MAYOR,TODD GLORIA,,38845.0,16445.0,552.0,55290.0,841.0,252.0,87575.0,1.0
CITY OF SAN DIEGO MAYOR,LARRY TURNER,,22682.0,9602.0,322.0,32284.0,841.0,252.0,87575.0,
"CITY OF SAN DIEGO MEMBER, CITY COUNCIL DISTRICT NO. 3",COLEEN CUSACK,,4004.0,1695.0,56.0,5699.0,91.0,27.0,9476.0,1.0
"CITY OF SAN DIEGO MEMBER, CITY COUNCIL DISTRICT NO. 3",STEPHEN WHITBURN,,2652.0,1124.0,37.0,3776.0,91.0,27.0,9476.0,
CITY OF SAN DIEGO CITY ATTORNEY,BRIAN MAIENSCHEIN,,34978.0,14808.0,497.0,49786.0,841.0,252.0,87575.0,1.0
CITY OF SAN DIEGO CITY ATTORNEY,HEATHER FERBERT,,26549.0,11239.0,377.0,37788.0,841.0,252.0,87575.0,
"CITY OF SAN MARCOS MEMBER, CITY COUNCIL DISTRICT NO. 3",DANIELLE LEBLANG,,1726.0,731.0,24.0,2457.0,39.0,11.0,4061.0,1.0
"CITY OF SAN MARCOS MEMBER, CITY COUNCIL DISTRICT NO. 3",ALAN GERACI,,1126.0,477.0,16.0,1603.0,39.0,11.0,4061.0,
"CITY OF SAN MARCOS MEMBER, CITY COUNCIL DISTRICT NO. 4",ED MUSGROVE,,1221.0,517.0,17.0,1738.0,32.0,9.0,3332.0,1.0
"CITY OF SAN MARCOS MEMBER, CITY COUNCIL DISTRICT NO. 4",NATASHA ZANDER HILMES,,1119.0,474.0,15.0,1593.0,32.0,9.0,3332.0,
CITY OF SANTEE MAYOR,JOHN W. MINTO,,1688.0,715.0,24.0,2403.0,38.0,11.0,3957.0,1.0
CITY OF SANTEE MAYOR,KELLI L. O'BRIEN,,1091.0,462.0,15.0,1553.0,38.0,11.0,3957.0,
"CITY OF SANTEE MEMBER, CITY COUNCIL DISTRICT NO. 3",LAURA KOVAL,,658.0,279.0,9.0,937.0,9.0,2.0,937.0,1.0
"CITY OF SANTEE MEMBER, CITY COUNCIL DISTRICT NO. 4",DUSTIN TROTTER,,373.0,159.0,5.0,532.0,8.0,2.0,833.0,1.0
"CITY OF SANTEE MEMBER, CITY COUNCIL DISTRICT NO. 4",AUGIE SCALZITTI,,210.0,90.0,3.0,300.0,8.0,2.0,833.0,
"CITY OF VISTA MEMBER, CITY COUNCIL DISTRICT NO. 2",JEFF FOX,,741.0,314.0,10.0,1055.0,18.0,5.0,1874.0,1.0
"CITY OF VISTA MEMBER, CITY COUNCIL DISTRICT NO. 2",ANTHONY WHITE,,574.0,244.0,8.0,818.0,18.0,5.0,1874.0,
"CITY OF VISTA MEMBER, CITY COUNCIL DISTRICT NO. 3",KATIE MELENDEZ,,629.0,267.0,8.0,896.0,14.0,4.0,1457.0,1.0
"CITY OF VISTA MEMBER, CITY COUNCIL DISTRICT NO. 3",DENISSE BARRAGAN,,393.0,167.0,5.0,560.0,14.0,4.0,1457.0,
"BORREGO WATER DISTRICT MEMBER, BOARD OF DIRECTORS",MARTHA DEICHLER,,85.0,36.0,1.0,121.0,3.0,0.0,312.0,2.0
"BORREGO WATER DISTRICT MEMBER, BOARD OF DIRECTORS",DIANE E. JOHNSON,,66.0,28.0,0.0,94.0,3.0,0.0,312.0,
"BORREGO WATER DISTRICT MEMBER, BOARD OF DIRECTORS",TAMMY BAKER,,47.0,20.0,0.0,67.0,3.0,0.0,312.0,
"BORREGO WATER DISTRICT MEMBER, BOARD OF DIRECTORS",PETER KELLNER,,19.0,9.0,0.0,28.0,3.0,0.0,312.0,
"CANEBRAKE COUNTY WATER DISTRICT MEMBER, BOARD OF DIRECTORS",CHRISTOPHER MACDONALD,,136.0,58.0,1.0,194.0,4.0,1.0,416.0,2.0
"CANEBRAKE COUNTY WATER DISTRICT MEMBER, BOARD OF DIRECTORS",MARSHA CAMPBELL,,124.0,53.0,1.0,177.0,4.0,1.0,416.0,
"CANEBRAKE COUNTY WATER DISTRICT MEMBER, BOARD OF DIRECTORS",JERALD BUCHEIT,,30.0,13.0,0.0,43.0,4.0,1.0,416.0,
"FALLBROOK COMMUNITY PLANNING GROUP MEMBER, PLANNING GROUP",JIM LOGE,,2282.0,967.0,32.0,3249.0,76.0,22.0,7914.0,8.0
"FALLBROOK COMMUNITY PLANNING GROUP MEMBER, PLANNING GROUP",LEE J. DE MEO,,1192.0,505.0,16.0,1697.0,76.0,22.0,7914.0,
"FALLBROOK COMMUNITY PLANNING GROUP MEMBER, PLANNING GROUP",THOMAS GERALD HARRINGTON IV,,784.0,333.0,11.0,1117.0,76.0,22.0,7914.0,
"FALLBROOK COMMUNITY PLANNING GROUP MEMBER, PLANNING GROUP",MARK HOYE,,427.0,181.0,6.0,608.0,76.0,22.0,7914.0,
"FALLBROOK COMMUNITY PLANNING GROUP MEMBER, PLANNING GROUP",MARK MERVICH,,415.0,177.0,5.0,592.0,76.0,22.0,7914.0,
"FALLBROOK COMMUNITY PLANNING GROUP MEMBER, PLANNING GROUP","KATHLEEN ""KATHIE"" MORRIS",,203.0,86.0,2.0,289.0,76.0,22.0,7914.0,
"FALLBROOK COMMUNITY PLANNING GROUP MEMBER, PLANNING GROUP",ROY MOOSA,,117.0,50.0,1.0,167.0,76.0,22.0,7914.0,
"FALLBROOK COMMUNITY PLANNING GROUP MEMBER, PLANNING GROUP",ALDO ALVIDRES,,77.0,33.0,1.0,110.0,76.0,22.0,7914.0,
"FALLBROOK COMMUNITY PLANNING GROUP MEMBER, PLANNING GROUP",ROSS PIKE,,52.0,23.0,0.0,75.0,76.0,22.0,7914.0,
"FALLBROOK COMMUNITY PLANNING GROUP MEMBER, PLANNING GROUP",STEPHANI BAXTER,,2.0,1.0,0.0,3.0,76.0,22.0,7914.0,
"GROSSMONT HEALTHCARE DISTRICT MEMBER, BOARD OF DIRECTORS ZONE NO. 3",NADIA FARJOOD,,3216.0,1362.0,45.0,4578.0,83.0,24.0,8643.0,1.0
"GROSSMONT HEALTHCARE DISTRICT MEMBER, BOARD OF DIRECTORS ZONE NO. 3",BRENDA MILLER,,2855.0,1209.0,40.0,4064.0,83.0,24.0,8643.0,
"HELIX WATER DISTRICT MEMBER, BOARD OF DIRECTORS DIVISION NO. 3",JEANETTE ERICKSON,,1533.0,649.0,21.0,2182.0,35.0,10.0,3644.0,1.0
"HELIX WATER DISTRICT MEMBER, BOARD OF DIRECTORS DIVISION NO. 3",MARK A. GRACYK,,1026.0,435.0,14.0,1461.0,35.0,10.0,3644.0,
"LAKESIDE FIRE PROTECTION DISTRICT MEMBER, BOARD OF DIRECTORS DIVISION NO. 3",SANDRA DEAKINS,,847.0,359.0,12.0,1206.0,19.0,5.0,1978.0,1.0
"LAKESIDE FIRE PROTECTION DISTRICT MEMBER, BOARD OF DIRECTORS DIVISION NO. 3",JAMES BINGHAM,,541.0,230.0,7.0,771.0,19.0,5.0,1978.0,
"LAKESIDE WATER DISTRICT MEMBER, BOARD OF DIRECTORS DIVISION NO. 4",STEVE ROBAK,,401.0,171.0,5.0,572.0,9.0,2.0,937.0,1.0
"LAKESIDE WATER DISTRICT MEMBER, BOARD OF DIRECTORS DIVISION NO. 4",JEANNE SWARINGEN,,255.0,109.0,3.0,364.0,9.0,2.0,937.0,
"MORRO HILLS COMMUNITY SERVICES DISTRICT MEMBER, BOARD OF DIRECTORS",THOMAS HARRINGTON III,,164.0,70.0,2.0,234.0,6.0,1.0,624.0,3.0
