Contest Name,Candidate Name,Party,Mail Ballots Votes,Vote Center Ballots Votes,Provisional Votes,Total Votes,Number Of Precincts,Precincts Reported,Ballots Cast,Vote For
DEL MAR UNION SCHOOL DISTRICT GOVERNING BOARD MEMBER,GEE WAH MOK,,2682.0,1067.0,37.0,3749.0,35.0,33.0,11460.0,
DEL MAR UNION SCHOOL DISTRICT GOVERNING BOARD MEMBER,DANIELLE ROYBAL,,1709.0,680.0,23.0,2389.0,35.0,33.0,11460.0,
DEL MAR UNION SCHOOL DISTRICT GOVERNING BOARD MEMBER,BILL PORTER,,239.0,96.0,3.0,335.0,35.0,33.0,11460.0,
DEL MAR UNION SCHOOL DISTRICT GOVERNING BOARD MEMBER (Short Term),GENEVIEVE OKADA GOLDSTONE,,4706.0,1871.0,65.0,6577.0,35.0,33.0,11460.0,1.0
DEL MAR UNION SCHOOL DISTRICT GOVERNING BOARD MEMBER (Short Term),ALAN SCOTT KHOLOS,,3493.0,1389.0,48.0,4882.0,35.0,33.0,11460.0,
ENCINITAS UNION SCHOOL DISTRICT GOVERNING BOARD MEMBER,MONICA LEE,,8381.0,3332.0,117.0,11713.0,83.0,78.0,27178.0,2.0
ENCINITAS UNION SCHOOL DISTRICT GOVERNING BOARD MEMBER,MARLON TAYLOR,,5858.0,2329.0,81.0,8187.0,83.0,78.0,27178.0,
ENCINITAS UNION SCHOOL DISTRICT GOVERNING BOARD MEMBER,JILLIAN COCAYNE,,5206.0,2070.0,72.0,7276.0,83.0,78.0,27178.0,
ENCINITAS UNION SCHOOL DISTRICT GOVERNING BOARD MEMBER (Short Term),TOM MORTON,,11630.0,4624.0,162.0,16254.0,83.0,78.0,27178.0,1.0
ENCINITAS UNION SCHOOL DISTRICT GOVERNING BOARD MEMBER (Short Term),AIMEE SPROUL,,7815.0,3108.0,109.0,10923.0,83.0,78.0,27178.0,
ESCONDIDO UNION SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 3,JUAN MANUEL VARGAS,,6911.0,2748.0,96.0,9659.0,47.0,44.0,15390.0,1.0
ESCONDIDO UNION SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 3,MARK OLSON,,4100.0,1630.0,57.0,5730.0,47.0,44.0,15390.0,
FALLBROOK UNION ELEMENTARY SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 2,LIEF HANSEN,,1028.0,410.0,14.0,1438.0,8.0,7.0,2619.0,1.0
FALLBROOK UNION ELEMENTARY SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 2,LESLIE SOMMERS,,844.0,336.0,11.0,1180.0,8.0,7.0,2619.0,
FALLBROOK UNION ELEMENTARY SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 4 (Short Term),CONSTANCE FISH,,2002.0,797.0,27.0,2799.0,16.0,15.0,5239.0,1.0
FALLBROOK UNION ELEMENTARY SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 4 (Short Term),MARIA G. MORAN,,1745.0,694.0,24.0,2439.0,16.0,15.0,5239.0,
LAKESIDE UNION SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 2,AUTUMN ELLENSON,,1804.0,718.0,25.0,2522.0,12.0,11.0,3929.0,1.0
LAKESIDE UNION SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 2,TWILA GODLEY,,1006.0,400.0,14.0,1406.0,12.0,11.0,3929.0,
NATIONAL SCHOOL DISTRICT GOVERNING BOARD MEMBER,ROCINA LIZARRAGA,,4492.0,1787.0,62.0,6279.0,39.0,37.0,12770.0,2.0
NATIONAL SCHOOL DISTRICT GOVERNING BOARD MEMBER,CINDY LOPEZ,,1778.0,708.0,24.0,2486.0,39.0,37.0,12770.0,
NATIONAL SCHOOL DISTRICT GOVERNING BOARD MEMBER,MARIA MIRANDA,,1606.0,639.0,22.0,2245.0,39.0,37.0,12770.0,
NATIONAL SCHOOL DISTRICT GOVERNING BOARD MEMBER,MICHELLE GATES,,1257.0,500.0,17.0,1757.0,39.0,37.0,12770.0,
RANCHO SANTA FE SCHOOL DISTRICT GOVERNING BOARD MEMBER,JANICE LEE HOLOWKA,,1980.0,788.0,27.0,2768.0,19.0,18.0,6221.0,3.0
RANCHO SANTA FE SCHOOL DISTRICT GOVERNING BOARD MEMBER,MARIA LUONI,,894.0,356.0,12.0,1250.0,19.0,18.0,6221.0,
RANCHO SANTA FE SCHOOL DISTRICT GOVERNING BOARD MEMBER,KAREN ESCHRICH,,860.0,342.0,12.0,1202.0,19.0,18.0,6221.0,
RANCHO SANTA FE SCHOOL DISTRICT GOVERNING BOARD MEMBER,VICTORIA GAMBLE,,570.0,227.0,7.0,797.0,19.0,18.0,6221.0,
RANCHO SANTA FE SCHOOL DISTRICT GOVERNING BOARD MEMBER,ANNETTE ROSS,,102.0,41.0,1.0,143.0,19.0,18.0,6221.0,
RANCHO SANTA FE SCHOOL DISTRICT GOVERNING BOARD MEMBER,"KAREN ""KATE"" BUTLER",,25.0,10.0,0.0,35.0,19.0,18.0,6221.0,
RANCHO SANTA FE SCHOOL DISTRICT GOVERNING BOARD MEMBER,KERRY VINCI,,15.0,6.0,0.0,21.0,19.0,18.0,6221.0,
SAN YSIDRO SCHOOL DISTRICT GOVERNING BOARD MEMBER,JOSE MANUEL DIRCIO,,3948.0,1570.0,55.0,5518.0,39.0,37.0,12770.0,2.0
SAN YSIDRO SCHOOL DISTRICT GOVERNING BOARD MEMBER,ANTONIO MARTINEZ,,2809.0,1118.0,39.0,3927.0,39.0,37.0,12770.0,
SAN YSIDRO SCHOOL DISTRICT GOVERNING BOARD MEMBER,MARTIN ARIAS,,924.0,368.0,12.0,1292.0,39.0,37.0,12770.0,
SAN YSIDRO SCHOOL DISTRICT GOVERNING BOARD MEMBER,KENIA PERAZA,,820.0,326.0,11.0,1146.0,39.0,37.0,12770.0,
SAN YSIDRO SCHOOL DISTRICT GOVERNING BOARD MEMBER,ROSALEAH PALLASIGUE,,334.0,133.0,4.0,467.0,39.0,37.0,12770.0,
SAN YSIDRO SCHOOL DISTRICT GOVERNING BOARD MEMBER,YVETTE OLEA,,298.0,119.0,4.0,417.0,39.0,37.0,12770.0,
SANTEE SCHOOL DISTRICT GOVERNING BOARD MEMBER SEAT NO. 4,TRACIE THILL,,7903.0,3143.0,110.0,11046.0,53.0,50.0,17355.0,1.0
SANTEE SCHOOL DISTRICT GOVERNING BOARD MEMBER SEAT NO. 4,MONIQUE SILVER,,4513.0,1795.0,63.0,6308.0,53.0,50.0,17355.0,
SOUTH BAY UNION SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 4 (Short Term),"MANUEL ""MANNY"" ESPARZA",,1138.0,453.0,15.0,1591.0,8.0,7.0,2619.0,1.0
SOUTH BAY UNION SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 4 (Short Term),LIZBETH BECERRA,,734.0,293.0,10.0,1027.0,8.0,7.0,2619.0,
"MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1",ALEJANDRO GALICIA,,53824.0,21398.0,752.0,75222.0,432.0,410.0,141460.0,1.0
"MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1",NORA VARGAS,,47395.0,18842.0,662.0,66237.0,432.0,410.0,141460.0,
"MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 2",GINA JACOBS,,70211.0,27913.0,981.0,98124.0,556.0,528.0,182065.0,1.0
"MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 2",JOEL ANDERSON,,60062.0,23878.0,839.0,83940.0,556.0,528.0,182065.0,
"MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 3",KEVIN L. FAULCONER,,67549.0,26855.0,944.0,94404.0,503.0,477.0,164709.0,1.0
"MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 3",TERRA LAWSON-REMER,,50305.0,19999.0,703.0,70304.0,503.0,477.0,164709.0,
"CITY OF CARLSBAD MEMBER, CITY COUNCIL DISTRICT NO. 2",TYLER COLLINS,,4118.0,1638.0,57.0,5756.0,30.0,28.0,9823.0,1.0
"CITY OF CARLSBAD MEMBER, CITY COUNCIL DISTRICT NO. 2",KEVIN SHIN,,2909.0,1157.0,40.0,4066.0,30.0,28.0,9823.0,
"CITY OF CARLSBAD MEMBER, CITY COUNCIL DISTRICT NO. 4",GREG DAY,,5144.0,2045.0,71.0,7189.0,34.0,32.0,11133.0,1.0
"CITY OF CARLSBAD MEMBER, CITY COUNCIL DISTRICT NO. 4",TERESA ACOSTA,,2821.0,1122.0,39.0,3943.0,34.0,32.0,11133.0,
CITY OF CARLSBAD TREASURER (Short Term),CHRISTIAN PEACOX,,18938.0,7529.0,264.0,26467.0,111.0,105.0,36347.0,1.0
CITY OF CARLSBAD TREASURER (Short Term),GREGORIO KAHN,,4514.0,1795.0,63.0,6309.0,111.0,105.0,36347.0,
CITY OF CARLSBAD TREASURER (Short Term),"THOMAS KROUSE, JR.",,1900.0,756.0,26.0,2656.0,111.0,105.0,36347.0,
CITY OF CARLSBAD TREASURER (Short Term),MICHAEL J. WILLIAMS,,653.0,260.0,9.0,913.0,111.0,105.0,36347.0,
"CITY OF CHULA VISTA MEMBER, CITY COUNCIL DISTRICT NO. 3",MICHAEL INZUNZA,,5109.0,2032.0,71.0,7141.0,39.0,37.0,12770.0,1.0
"CITY OF CHULA VISTA MEMBER, CITY COUNCIL DISTRICT NO. 3",LETICIA MUNGUIA,,4027.0,1601.0,56.0,5628.0,39.0,37.0,12770.0,
"CITY OF CHULA VISTA MEMBER, CITY COUNCIL DISTRICT NO. 4",CESAR FERNANDEZ,,4402.0,1750.0,61.0,6152.0,35.0,33.0,11460.0,1.0
"CITY OF CHULA VISTA MEMBER, CITY COUNCIL DISTRICT NO. 4",RUDY RAMIREZ,,3797.0,1510.0,53.0,5307.0,35.0,33.0,11460.0,
CITY OF CORONADO MAYOR,CASEY TANAKA,,1715.0,683.0,23.0,2398.0,11.0,10.0,3602.0,1.0
CITY OF CORONADO MAYOR,JOHN DUNCAN,,635.0,253.0,8.0,888.0,11.0,10.0,3602.0,
CITY OF CORONADO MAYOR,MIKE DONOVAN,,225.0,90.0,3.0,315.0,11.0,10.0,3602.0,
"CITY OF CORONADO MEMBER, CITY COUNCIL",MARK FLEMING,,1393.0,554.0,19.0,1947.0,11.0,10.0,3602.0,2.0
"CITY OF CORONADO MEMBER, CITY COUNCIL",CHRISTINE MOTT,,975.0,388.0,13.0,1363.0,11.0,10.0,3602.0,
"CITY OF CORONADO MEMBER, CITY COUNCIL",ANDREW GADE,,124.0,50.0,1.0,174.0,11.0,10.0,3602.0,
"CITY OF CORONADO MEMBER, CITY COUNCIL",LAURA WILKINSON SINTON,,47.0,19.0,0.0,66.0,11.0,10.0,3602.0,
"CITY OF CORONADO MEMBER, CITY COUNCIL",MARK WARNER,,21.0,9.0,0.0,30.0,11.0,10.0,3602.0,
"CITY OF CORONADO MEMBER, CITY COUNCIL",AMY STEWARD,,12.0,6.0,0.0,18.0,11.0,10.0,3602.0,
"CITY OF DEL MAR MEMBER, CITY COUNCIL",DANIEL QUIRK,,628.0,250.0,8.0,878.0,5.0,4.0,1637.0,3.0
"CITY OF DEL MAR MEMBER, CITY COUNCIL",TRACY MARTINEZ,,483.0,193.0,6.0,676.0,5.0,4.0,1637.0,
"CITY OF DEL MAR MEMBER, CITY COUNCIL",JOHN W. SPELICH,,57.0,24.0,0.0,81.0,5.0,4.0,1637.0,
"CITY OF EL CAJON MEMBER, CITY COUNCIL DISTRICT NO. 2",MICHELLE METSCHEL,,3748.0,1490.0,52.0,5238.0,16.0,15.0,5239.0,1.0
"CITY OF EL CAJON MEMBER, CITY COUNCIL DISTRICT NO. 3",COURTNEY HALL,,2738.0,1089.0,38.0,3827.0,21.0,19.0,6876.0,1.0
"CITY OF EL CAJON MEMBER, CITY COUNCIL DISTRICT NO. 3",STEVE GOBLE,,2180.0,868.0,30.0,3048.0,21.0,19.0,6876.0,
"CITY OF EL CAJON MEMBER, CITY COUNCIL DISTRICT NO. 4",PHIL ORTIZ,,3280.0,1304.0,45.0,4584.0,14.0,13.0,4584.0,1.0
CITY OF ENCINITAS MAYOR,BRUCE EHLERS,,8451.0,3360.0,118.0,11811.0,56.0,53.0,18337.0,1.0
CITY OF ENCINITAS MAYOR,TONY KRANZ,,4668.0,1857.0,65.0,6525.0,56.0,53.0,18337.0,
"CITY OF ENCINITAS MEMBER, CITY COUNCIL DISTRICT NO. 1",ALLISON BLACKWELL,,2102.0,837.0,29.0,2939.0,16.0,15.0,5239.0,1.0
"CITY OF ENCINITAS MEMBER, CITY COUNCIL DISTRICT NO. 1",LUKE SHAFFER,,1645.0,654.0,22.0,2299.0,16.0,15.0,5239.0,
"CITY OF ENCINITAS MEMBER, CITY COUNCIL DISTRICT NO. 2",DESTINY PRESTON,,1496.0,595.0,20.0,2091.0,10.0,9.0,3274.0,1.0
"CITY OF ENCINITAS MEMBER, CITY COUNCIL DISTRICT NO. 2",JIM O'HARA,,845.0,337.0,11.0,1182.0,10.0,9.0,3274.0,
"CITY OF ESCONDIDO MEMBER, CITY COUNCIL DISTRICT NO. 3",CHRISTIAN GARCIA,,4711.0,1874.0,65.0,6585.0,34.0,32.0,11133.0,1.0
"CITY OF ESCONDIDO MEMBER, CITY COUNCIL DISTRICT NO. 3",VERONICA CIGARROA,,2811.0,1118.0,39.0,3929.0,34.0,32.0,11133.0,
"CITY OF ESCONDIDO MEMBER, CITY COUNCIL DISTRICT NO. 3",CHRISTINE SPENCER,,442.0,176.0,6.0,618.0,34.0,32.0,11133.0,
"CITY OF ESCONDIDO MEMBER, CITY COUNCIL DISTRICT NO. 4",JUDY FITZGERALD,,5303.0,2109.0,74.0,7412.0,42.0,39.0,13753.0,1.0
"CITY OF ESCONDIDO MEMBER, CITY COUNCIL DISTRICT NO. 4","RODERICK ""ROD"" HOWELL",,4536.0,1804.0,63.0,6340.0,42.0,39.0,13753.0,
"CITY OF IMPERIAL BEACH MEMBER, CITY COUNCIL DISTRICT NO. 2","JOHN ""JACK"" FISHER",,648.0,259.0,9.0,907.0,4.0,3.0,1309.0,1.0
"CITY OF IMPERIAL BEACH MEMBER, CITY COUNCIL DISTRICT NO. 2","MARTIN ""MARTY"" MATTES",,221.0,88.0,3.0,309.0,4.0,3.0,1309.0,
"CITY OF IMPERIAL BEACH MEMBER, CITY COUNCIL DISTRICT NO. 2",BEN SWEARINGEN,,65.0,26.0,0.0,91.0,4.0,3.0,1309.0,
"CITY OF IMPERIAL BEACH MEMBER, CITY COUNCIL DISTRICT NO. 4",MATTHEW LEYBA-GONZALEZ,,430.0,172.0,6.0,602.0,3.0,2.0,982.0,1.0
"CITY OF IMPERIAL BEACH MEMBER, CITY COUNCIL DISTRICT NO. 4",LINDA KAYE,,271.0,108.0,3.0,379.0,3.0,2.0,982.0,
"CITY OF LA MESA MEMBER, CITY COUNCIL",SHAWN TOWNSEND,,4867.0,1935.0,68.0,6802.0,37.0,35.0,12115.0,2.0
"CITY OF LA MESA MEMBER, CITY COUNCIL",KRISTINE C. ALESSIO,,2099.0,835.0,29.0,2934.0,37.0,35.0,12115.0,
"CITY OF LA MESA MEMBER, CITY COUNCIL",LAUREN CAZARES,,920.0,367.0,12.0,1287.0,37.0,35.0,12115.0,
"CITY OF LA MESA MEMBER, CITY COUNCIL",GENEVIEVE SUZUKI,,780.0,311.0,10.0,1091.0,37.0,35.0,12115.0,
CITY OF LEMON GROVE MAYOR,LIANA LEBARON,,1906.0,758.0,26.0,2664.0,15.0,14.0,4911.0,1.0
CITY OF LEMON GROVE MAYOR,RACQUEL VASQUEZ,,1239.0,493.0,17.0,1732.0,15.0,14.0,4911.0,
CITY OF LEMON GROVE MAYOR,ALYSSON SNOW,,367.0,147.0,5.0,514.0,15.0,14.0,4911.0,
"CITY OF LEMON GROVE MEMBER, CITY COUNCIL","SITIVI ""STEVE"" FAIAI",,2295.0,913.0,32.0,3208.0,15.0,14.0,4911.0,2.0
"CITY OF LEMON GROVE MEMBER, CITY COUNCIL",JESSYKA HEREDIA,,1093.0,435.0,15.0,1528.0,15.0,14.0,4911.0,
"CITY OF LEMON GROVE MEMBER, CITY COUNCIL",GEORGE GASTIL,,95.0,38.0,1.0,133.0,15.0,14.0,4911.0,
"CITY OF LEMON GROVE MEMBER, CITY COUNCIL",SETH SMITH,,28.0,12.0,0.0,40.0,15.0,14.0,4911.0,
"CITY OF NATIONAL CITY MEMBER, CITY COUNCIL DISTRICT NO. 2",JOSE RODRIGUEZ,,837.0,333.0,11.0,1170.0,6.0,5.0,1964.0,1.0
"CITY OF NATIONAL CITY MEMBER, CITY COUNCIL DISTRICT NO. 2",RANDI CASTLE-SALGADO,,567.0,226.0,7.0,793.0,6.0,5.0,1964.0,
"CITY OF NATIONAL CITY MEMBER, CITY COUNCIL DISTRICT NO. 4",VICTOR M. ARREOLA,,978.0,390.0,13.0,1368.0,9.0,8.0,2947.0,1.0
"CITY OF NATIONAL CITY MEMBER, CITY COUNCIL DISTRICT NO. 4",DANIEL PEREZ,,619.0,247.0,8.0,866.0,9.0,8.0,2947.0,
"CITY OF NATIONAL CITY MEMBER, CITY COUNCIL DISTRICT NO. 4",MARCUS BUSH,,509.0,203.0,7.0,712.0,9.0,8.0,2947.0,
CITY OF OCEANSIDE MAYOR,RYAN KEIM,,15132.0,6017.0,211.0,21149.0,118.0,112.0,38639.0,1.0
CITY OF OCEANSIDE MAYOR,ESTHER SANCHEZ,,12514.0,4975.0,174.0,17489.0,118.0,112.0,38639.0,
"CITY OF OCEANSIDE MEMBER, CITY COUNCIL DISTRICT NO. 3",JIMMY FIGUEROA,,6464.0,2570.0,90.0,9034.0,36.0,34.0,11788.0,1.0
"CITY OF OCEANSIDE MEMBER, CITY COUNCIL DISTRICT NO. 3",TOM DEMOOY,,1007.0,401.0,14.0,1408.0,36.0,34.0,11788.0,
"CITY OF OCEANSIDE MEMBER, CITY COUNCIL DISTRICT NO. 3",LAURA BASSETT,,493.0,196.0,6.0,689.0,36.0,34.0,11788.0,
"CITY OF OCEANSIDE MEMBER, CITY COUNCIL DISTRICT NO. 3",AUSTIN SORENSEN,,468.0,187.0,6.0,655.0,36.0,34.0,11788.0,
"CITY OF OCEANSIDE MEMBER, CITY COUNCIL DISTRICT NO. 4",OMAR HASHIMI,,3091.0,1229.0,43.0,4320.0,32.0,30.0,10478.0,1.0
"CITY OF OCEANSIDE MEMBER, CITY COUNCIL DISTRICT NO. 4",AMBER KAE NIUATOA,,2656.0,1056.0,37.0,3712.0,32.0,30.0,10478.0,
"CITY OF OCEANSIDE MEMBER, CITY COUNCIL DISTRICT NO. 4",PETER WEISS,,1748.0,696.0,24.0,2444.0,32.0,30.0,10478.0,
CITY OF OCEANSIDE CITY CLERK,ZEB NAVARRO,,27647.0,10992.0,386.0,38639.0,118.0,112.0,38639.0,1.0
CITY OF OCEANSIDE TREASURER,JACK FERNANDES,,17921.0,7125.0,250.0,25046.0,118.0,112.0,38639.0,1.0
CITY OF OCEANSIDE TREASURER,PHYLLIS DOMINGUEZ,,5772.0,2295.0,80.0,8067.0,118.0,112.0,38639.0,
CITY OF OCEANSIDE TREASURER,VICTOR ROY,,3952.0,1572.0,55.0,5524.0,118.0,112.0,38639.0,
"CITY OF POWAY MEMBER, CITY COUNCIL DISTRICT NO. 2",TONY BLAIN,,1784.0,710.0,24.0,2494.0,13.0,12.0,4256.0,1.0
"CITY OF POWAY MEMBER, CITY COUNCIL DISTRICT NO. 2",JARED WILSON,,730.0,291.0,10.0,1021.0,13.0,12.0,4256.0,
"CITY OF POWAY MEMBER, CITY COUNCIL DISTRICT NO. 2",VANESSA SPRINGETT,,529.0,211.0,7.0,740.0,13.0,12.0,4256.0,
"CITY OF POWAY MEMBER, CITY COUNCIL DISTRICT NO. 4",CAYLIN FRANK,,847.0,337.0,11.0,1184.0,6.0,5.0,1964.0,1.0
"CITY OF POWAY MEMBER, CITY COUNCIL DISTRICT NO. 4",JENNY C. MAEDA,,557.0,222.0,7.0,779.0,6.0,5.0,1964.0,
"CITY OF SAN DIEGO MEMBER, CITY COUNCIL DISTRICT NO. 9",SEAN ELO-RIVERA,,13161.0,5233.0,183.0,18394.0,89.0,84.0,29143.0,1.0
"CITY OF SAN DIEGO MEMBER, CITY COUNCIL DISTRICT NO. 9",TERRY HOSKINS,,7690.0,3058.0,107.0,10748.0,89.0,84.0,29143.0,
CITY OF SAN DIEGO MAYOR,TODD GLORIA,,108914.0,43299.0,1522.0,152213.0,841.0,798.0,275389.0,1.0
CITY OF SAN DIEGO MAYOR,LARRY TURNER,,88136.0,35039.0,1231.0,123175.0,841.0,798.0,275389.0,
"CITY OF SAN DIEGO MEMBER, CITY COUNCIL DISTRICT NO. 3",COLEEN CUSACK,,12516.0,4976.0,174.0,17492.0,91.0,86.0,29798.0,1.0
"CITY OF SAN DIEGO MEMBER, CITY COUNCIL DISTRICT NO. 3",STEPHEN WHITBURN,,8804.0,3501.0,123.0,12305.0,91.0,86.0,29798.0,
CITY OF SAN DIEGO CITY ATTORNEY,BRIAN MAIENSCHEIN,,127333.0,50621.0,1779.0,177954.0,841.0,798.0,275389.0,1.0
CITY OF SAN DIEGO CITY ATTORNEY,HEATHER FERBERT,,69717.0,27717.0,974.0,97434.0,841.0,798.0,275389.0,
"CITY OF SAN MARCOS MEMBER, CITY COUNCIL DISTRICT NO. 3",DANIELLE LEBLANG,,4823.0,1918.0,67.0,6741.0,39.0,37.0,12770.0,1.0
"CITY OF SAN MARCOS MEMBER, CITY COUNCIL DISTRICT NO. 3",ALAN GERACI,,4313.0,1715.0,60.0,6028.0,39.0,37.0,12770.0,
"CITY OF SAN MARCOS MEMBER, CITY COUNCIL DISTRICT NO. 4",ED MUSGROVE,,4166.0,1657.0,58.0,5823.0,32.0,30.0,10478.0,1.0
"CITY OF SAN MARCOS MEMBER, CITY COUNCIL DISTRICT NO. 4",NATASHA ZANDER HILMES,,3330.0,1324.0,46.0,4654.0,32.0,30.0,10478.0,
CITY OF SANTEE MAYOR,JOHN W. MINTO,,5503.0,2188.0,76.0,7691.0,38.0,36.0,12443.0,1.0
CITY OF SANTEE MAYOR,KELLI L. O'BRIEN,,3399.0,1352.0,47.0,4751.0,38.0,36.0,12443.0,
"CITY OF SANTEE MEMBER, CITY COUNCIL DISTRICT NO. 3",LAURA KOVAL,,2108.0,839.0,29.0,2947.0,9.0,8.0,2947.0,1.0
"CITY OF SANTEE MEMBER, CITY COUNCIL DISTRICT NO. 4",DUSTIN TROTTER,,992.0,395.0,13.0,1387.0,8.0,7.0,2619.0,1.0
"CITY OF SANTEE MEMBER, CITY COUNCIL DISTRICT NO. 4",AUGIE SCALZITTI,,880.0,351.0,12.0,1231.0,8.0,7.0,2619.0,
"CITY OF VISTA MEMBER, CITY COUNCIL DISTRICT NO. 2",JEFF FOX,,2522.0,1004.0,35.0,3526.0,18.0,17.0,5894.0,1.0
"CITY OF VISTA MEMBER, CITY COUNCIL DISTRICT NO. 2",ANTHONY WHITE,,1693.0,674.0,23.0,2367.0,18.0,17.0,5894.0,
"CITY OF VISTA MEMBER, CITY COUNCIL DISTRICT NO. 3",KATIE MELENDEZ,,2042.0,813.0,28.0,2855.0,14.0,13.0,4584.0,1.0
"CITY OF VISTA MEMBER, CITY COUNCIL DISTRICT NO. 3",DENISSE BARRAGAN,,1236.0,492.0,17.0,1728.0,14.0,13.0,4584.0,
"BORREGO WATER DISTRICT MEMBER, BOARD OF DIRECTORS",MARTHA DEICHLER,,410.0,163.0,5.0,573.0,3.0,2.0,982.0,2.0
"BORREGO WATER DISTRICT MEMBER, BOARD OF DIRECTORS",DIANE E. JOHNSON,,164.0,66.0,2.0,230.0,3.0,2.0,982.0,
"BORREGO WATER DISTRICT MEMBER, BOARD OF DIRECTORS",TAMMY BAKER,,65.0,26.0,0.0,91.0,3.0,2.0,982.0,
"BORREGO WATER DISTRICT MEMBER, BOARD OF DIRECTORS",PETER KELLNER,,61.0,25.0,0.0,86.0,3.0,2.0,982.0,
"CANEBRAKE COUNTY WATER DISTRICT MEMBER, BOARD OF DIRECTORS",CHRISTOPHER MACDONALD,,608.0,242.0,8.0,850.0,4.0,3.0,1309.0,2.0
"CANEBRAKE COUNTY WATER DISTRICT MEMBER, BOARD OF DIRECTORS",MARSHA CAMPBELL,,192.0,77.0,2.0,269.0,4.0,3.0,1309.0,
"CANEBRAKE COUNTY WATER DISTRICT MEMBER, BOARD OF DIRECTORS",JERALD BUCHEIT,,134.0,54.0,1.0,188.0,4.0,3.0,1309.0,
"FALLBROOK COMMUNITY PLANNING GROUP MEMBER, PLANNING GROUP",JIM LOGE,,3913.0,1556.0,54.0,5469.0,76.0,72.0,24886.0,8.0
"FALLBROOK COMMUNITY PLANNING GROUP MEMBER, PLANNING GROUP",LEE J. DE MEO,,3645.0,1450.0,50.0,5095.0,76.0,72.0,24886.0,
"FALLBROOK COMMUNITY PLANNING GROUP MEMBER, PLANNING GROUP",THOMAS GERALD HARRINGTON IV,,3076.0,1223.0,42.0,4299.0,76.0,72.0,24886.0,
"FALLBROOK COMMUNITY PLANNING GROUP MEMBER, PLANNING GROUP",MARK HOYE,,1599.0,637.0,22.0,2236.0,76.0,72.0,24886.0,
"FALLBROOK COMMUNITY PLANNING GROUP MEMBER, PLANNING GROUP",MARK MERVICH,,1566.0,623.0,21.0,2189.0,76.0,72.0,24886.0,
"FALLBROOK COMMUNITY PLANNING GROUP MEMBER, PLANNING GROUP","KATHLEEN ""KATHIE"" MORRIS",,1142.0,455.0,15.0,1597.0,76.0,72.0,24886.0,
"FALLBROOK COMMUNITY PLANNING GROUP MEMBER, PLANNING GROUP",ROY MOOSA,,930.0,370.0,13.0,1300.0,76.0,72.0,24886.0,
"FALLBROOK COMMUNITY PLANNING GROUP MEMBER, PLANNING GROUP",ALDO ALVIDRES,,757.0,301.0,10.0,1058.0,76.0,72.0,24886.0,
"FALLBROOK COMMUNITY PLANNING GROUP MEMBER, PLANNING GROUP",ROSS PIKE,,721.0,288.0,10.0,1009.0,76.0,72.0,24886.0,
"FALLBROOK COMMUNITY PLANNING GROUP MEMBER, PLANNING GROUP",STEPHANI BAXTER,,449.0,179.0,6.0,628.0,76.0,72.0,24886.0,
"GROSSMONT HEALTHCARE DISTRICT MEMBER, BOARD OF DIRECTORS ZONE NO. 3",NADIA FARJOOD,,12017.0,4778.0,167.0,16795.0,83.0,78.0,27178.0,1.0
"GROSSMONT HEALTHCARE DISTRICT MEMBER, BOARD OF DIRECTORS ZONE NO. 3",BRENDA MILLER,,7428.0,2954.0,103.0,10382.0,83.0,78.0,27178.0,
"HELIX WATER DISTRICT MEMBER, BOARD OF DIRECTORS DIVISION NO. 3",JEANETTE ERICKSON,,4932.0,1961.0,68.0,6893.0,35.0,33.0,11460.0,1.0
"HELIX WATER DISTRICT MEMBER, BOARD OF DIRECTORS DIVISION NO. 3",MARK A. GRACYK,,3267.0,1299.0,45.0,4566.0,35.0,33.0,11460.0,
"LAKESIDE FIRE PROTECTION DISTRICT MEMBER, BOARD OF DIRECTORS DIVISION NO. 3",SANDRA DEAKINS,,2347.0,934.0,32.0,3281.0,19.0,18.0,6221.0,1.0
"LAKESIDE FIRE PROTECTION DISTRICT MEMBER, BOARD OF DIRECTORS DIVISION NO. 3",JAMES BINGHAM,,2102.0,837.0,29.0,2939.0,19.0,18.0,6221.0,
"LAKESIDE WATER DISTRICT MEMBER, BOARD OF DIRECTORS DIVISION NO. 4",STEVE ROBAK,,1280.0,509.0,17.0,1789.0,9.0,8.0,2947.0,1.0
